0,1,poisonous,odor,gill size,bruises,population,habitat,spore print color
7.1541314,31.562752,0,none,broad,no,abundant,grasses,black
6.3692203,-19.586908,1,pungent,narrow,yes,scattered,urban,black
-6.8487287,17.998549,0,none,broad,no,scattered,grasses,black
-6.065535,-2.0827875,0,none,broad,yes,solitary,woods,black
7.0863485,31.425648,0,none,broad,no,abundant,grasses,black
0.10952385,-11.169664,0,none,broad,yes,several,woods,black
-4.3356776,26.880976,0,none,broad,no,abundant,grasses,brown
7.263432,31.582727,0,none,broad,no,abundant,grasses,black
8.240849,-16.413336,1,pungent,narrow,yes,several,grasses,brown
16.563318,-20.994408,1,pungent,narrow,yes,several,grasses,black
-4.2267303,26.69615,0,none,broad,no,abundant,grasses,brown
5.8209896,-3.0345237,0,none,broad,yes,several,woods,brown
-6.9086423,18.019972,0,none,broad,no,scattered,grasses,black
-12.895269,-12.234521,0,almond,broad,yes,scattered,paths,black
-4.29457,26.949057,0,none,broad,no,abundant,grasses,brown
-4.218336,26.912321,0,none,broad,no,abundant,grasses,brown
7.4064364,31.574938,0,none,broad,no,abundant,grasses,black
14.457543,25.457016,0,none,broad,no,scattered,grasses,brown
-0.33732972,7.2876825,0,none,broad,yes,solitary,woods,brown
-4.2012734,26.733753,0,none,broad,no,abundant,grasses,brown
14.743016,25.590172,0,none,broad,no,scattered,grasses,brown
14.621657,25.365202,0,none,broad,no,scattered,grasses,brown
14.531222,25.478903,0,none,broad,no,scattered,grasses,brown
-4.139824,27.06312,0,none,broad,no,abundant,grasses,brown
14.607186,25.603348,0,none,broad,no,scattered,grasses,brown
14.650518,25.481468,0,none,broad,no,scattered,grasses,brown
-4.42473,26.997883,0,none,broad,no,abundant,grasses,brown
22.995588,-17.808472,1,pungent,narrow,yes,scattered,grasses,brown
-4.0387845,26.913881,0,none,broad,no,abundant,grasses,brown
-16.984037,8.610735,0,anise,broad,yes,numerous,grasses,black
14.572838,25.594564,0,none,broad,no,scattered,grasses,brown
14.633881,25.392818,0,none,broad,no,scattered,grasses,brown
-6.3674417,-1.9061177,0,none,broad,yes,solitary,woods,black
-6.1025796,-9.288737,0,anise,broad,yes,scattered,meadows,black
-7.0585938,18.234444,0,none,broad,no,scattered,grasses,black
-0.15634276,7.139858,0,none,broad,yes,solitary,woods,brown
22.980837,-17.823109,1,pungent,narrow,yes,scattered,grasses,brown
-6.8305097,18.108908,0,none,broad,no,scattered,grasses,black
15.026546,-16.38044,1,pungent,narrow,yes,scattered,urban,brown
-4.0694613,26.829367,0,none,broad,no,abundant,grasses,brown
7.1978645,31.487122,0,none,broad,no,abundant,grasses,black
-16.98426,8.610641,0,anise,broad,yes,numerous,grasses,black
-4.1123495,27.085249,0,none,broad,no,abundant,grasses,brown
-4.4129796,26.753685,0,none,broad,no,abundant,grasses,brown
-6.9729085,18.09856,0,none,broad,no,scattered,grasses,black
-6.986366,18.218546,0,none,broad,no,scattered,grasses,black
7.119363,31.490366,0,none,broad,no,abundant,grasses,black
16.553806,-21.004023,1,pungent,narrow,yes,several,grasses,black
-4.161214,27.05814,0,none,broad,no,abundant,grasses,brown
7.2798615,31.618116,0,none,broad,no,abundant,grasses,black
-6.0281706,-1.6994909,0,none,broad,yes,solitary,woods,black
-4.5034037,26.66573,0,none,broad,no,abundant,grasses,brown
-0.020030938,7.6173472,0,none,broad,yes,solitary,woods,brown
-18.22714,-4.087164,0,almond,broad,yes,numerous,grasses,brown
-7.1129875,18.304413,0,none,broad,no,scattered,grasses,black
7.3442416,31.545925,0,none,broad,no,abundant,grasses,black
-4.272768,26.680029,0,none,broad,no,abundant,grasses,brown
6.373377,-19.58338,1,pungent,narrow,yes,scattered,urban,black
-0.46316892,7.332512,0,none,broad,yes,solitary,woods,brown
14.509243,25.261013,0,none,broad,no,scattered,grasses,brown
7.2066092,31.555304,0,none,broad,no,abundant,grasses,black
8.2580385,-16.417395,1,pungent,narrow,yes,several,grasses,brown
-6.8142643,18.118196,0,none,broad,no,scattered,grasses,black
-0.0640579,7.4632244,0,none,broad,yes,solitary,woods,brown
5.64729,-3.0438585,0,none,broad,yes,several,woods,brown
5.650839,-3.2915626,0,none,broad,yes,several,woods,brown
14.494293,25.353842,0,none,broad,no,scattered,grasses,brown
14.626779,25.450542,0,none,broad,no,scattered,grasses,brown
-4.3537765,26.94234,0,none,broad,no,abundant,grasses,brown
7.134937,31.427237,0,none,broad,no,abundant,grasses,black
7.304412,31.622263,0,none,broad,no,abundant,grasses,black
-7.160707,18.16147,0,none,broad,no,scattered,grasses,black
7.1365914,31.50749,0,none,broad,no,abundant,grasses,black
-4.0919056,27.018347,0,none,broad,no,abundant,grasses,brown
-6.9644346,18.060314,0,none,broad,no,scattered,grasses,black
-4.2338896,26.787066,0,none,broad,no,abundant,grasses,brown
11.365394,-20.44563,1,pungent,narrow,yes,several,urban,black
7.011043,31.487656,0,none,broad,no,abundant,grasses,black
14.554419,25.371157,0,none,broad,no,scattered,grasses,brown
-4.18395,26.909513,0,none,broad,no,abundant,grasses,brown
14.656247,25.667515,0,none,broad,no,scattered,grasses,brown
7.243455,31.492846,0,none,broad,no,abundant,grasses,black
-4.49284,26.995037,0,none,broad,no,abundant,grasses,brown
0.07157101,-10.966892,0,none,broad,yes,several,woods,black
-4.097333,27.034643,0,none,broad,no,abundant,grasses,brown
-6.9831014,17.99818,0,none,broad,no,scattered,grasses,black
-7.0385985,18.079407,0,none,broad,no,scattered,grasses,black
-6.9354496,18.2244,0,none,broad,no,scattered,grasses,black
-15.742046,-6.175656,0,anise,broad,yes,scattered,grasses,black
14.867352,-19.961466,1,pungent,narrow,yes,scattered,grasses,black
16.55485,-21.002617,1,pungent,narrow,yes,several,grasses,black
-6.811019,18.067574,0,none,broad,no,scattered,grasses,black
-6.8171043,18.111967,0,none,broad,no,scattered,grasses,black
14.870431,-19.964542,1,pungent,narrow,yes,scattered,grasses,black
-7.00224,18.004192,0,none,broad,no,scattered,grasses,black
4.1792054,-22.793396,1,pungent,narrow,yes,several,urban,brown
-4.2269483,26.95099,0,none,broad,no,abundant,grasses,brown
4.189626,-22.782957,1,pungent,narrow,yes,several,urban,brown
7.369714,31.680565,0,none,broad,no,abundant,grasses,black
7.039605,31.315687,0,none,broad,no,abundant,grasses,black
7.4139266,31.493097,0,none,broad,no,abundant,grasses,black
14.548537,25.40067,0,none,broad,no,scattered,grasses,brown
5.348466,-3.2134473,0,none,broad,yes,several,woods,brown
0.5859826,-11.129619,0,none,broad,yes,several,woods,black
14.404631,25.481276,0,none,broad,no,scattered,grasses,brown
-5.6889744,-1.9480126,0,none,broad,yes,solitary,woods,black
14.473079,25.698774,0,none,broad,no,scattered,grasses,brown
7.346895,31.67053,0,none,broad,no,abundant,grasses,black
-6.886617,18.063915,0,none,broad,no,scattered,grasses,black
-6.7579846,18.030312,0,none,broad,no,scattered,grasses,black
-0.3393089,7.3225627,0,none,broad,yes,solitary,woods,brown
14.680247,25.336046,0,none,broad,no,scattered,grasses,brown
-6.7915645,17.917322,0,none,broad,no,scattered,grasses,black
14.591843,25.381224,0,none,broad,no,scattered,grasses,brown
22.980309,-17.823708,1,pungent,narrow,yes,scattered,grasses,brown
-7.0263114,18.261484,0,none,broad,no,scattered,grasses,black
-18.658411,2.5388942,0,almond,broad,yes,solitary,grasses,brown
-6.0057898,-1.6971849,0,none,broad,yes,solitary,woods,black
-4.495962,26.757118,0,none,broad,no,abundant,grasses,brown
-4.490946,26.78041,0,none,broad,no,abundant,grasses,brown
15.019037,-16.388132,1,pungent,narrow,yes,scattered,urban,brown
7.131195,31.34338,0,none,broad,no,abundant,grasses,black
7.235451,31.480333,0,none,broad,no,abundant,grasses,black
7.159953,31.518969,0,none,broad,no,abundant,grasses,black
14.687802,25.579569,0,none,broad,no,scattered,grasses,brown
-7.102537,18.31615,0,none,broad,no,scattered,grasses,black
-6.865551,17.98927,0,none,broad,no,scattered,grasses,black
-4.218682,26.66123,0,none,broad,no,abundant,grasses,brown
-4.3224683,26.831102,0,none,broad,no,abundant,grasses,brown
-4.5146255,27.026566,0,none,broad,no,abundant,grasses,brown
7.487377,31.784376,0,none,broad,no,abundant,grasses,black
-12.308854,-5.657961,0,anise,broad,yes,scattered,meadows,brown
7.051125,31.316263,0,none,broad,no,abundant,grasses,black
14.718188,25.493084,0,none,broad,no,scattered,grasses,brown
7.300324,31.636463,0,none,broad,no,abundant,grasses,black
15.027457,-16.37959,1,pungent,narrow,yes,scattered,urban,brown
-6.9746017,18.252674,0,none,broad,no,scattered,grasses,black
5.4475665,-2.7461398,0,none,broad,yes,several,woods,brown
14.466277,25.65772,0,none,broad,no,scattered,grasses,brown
7.3364325,31.688042,0,none,broad,no,abundant,grasses,black
-4.285295,26.715923,0,none,broad,no,abundant,grasses,brown
14.562761,25.500656,0,none,broad,no,scattered,grasses,brown
-6.78112,17.954216,0,none,broad,no,scattered,grasses,black
-15.891024,-13.853783,0,anise,broad,yes,scattered,paths,black
11.341873,-20.469236,1,pungent,narrow,yes,several,urban,black
14.525723,25.518625,0,none,broad,no,scattered,grasses,brown
0.53342396,-11.003681,0,none,broad,yes,several,woods,black
14.883834,-19.97776,1,pungent,narrow,yes,scattered,grasses,black
6.3727098,-19.586428,1,pungent,narrow,yes,scattered,urban,black
15.029396,-16.376715,1,pungent,narrow,yes,scattered,urban,brown
-6.028342,-2.003809,0,none,broad,yes,solitary,woods,black
-2.5236027,-6.203081,0,anise,broad,yes,numerous,meadows,black
14.878756,-19.973328,1,pungent,narrow,yes,scattered,grasses,black
7.1455526,31.433647,0,none,broad,no,abundant,grasses,black
14.367902,25.43887,0,none,broad,no,scattered,grasses,brown
-6.246342,-1.7283118,0,none,broad,yes,solitary,woods,black
7.0781107,31.429596,0,none,broad,no,abundant,grasses,black
-6.950902,18.085033,0,none,broad,no,scattered,grasses,black
14.561373,25.634207,0,none,broad,no,scattered,grasses,brown
15.0255575,-16.381306,1,pungent,narrow,yes,scattered,urban,brown
16.567976,-20.990187,1,pungent,narrow,yes,several,grasses,black
-6.7990932,17.959019,0,none,broad,no,scattered,grasses,black
14.70619,25.348251,0,none,broad,no,scattered,grasses,brown
-0.013891506,-11.09618,0,none,broad,yes,several,woods,black
14.638198,25.37016,0,none,broad,no,scattered,grasses,brown
7.496461,31.782732,0,none,broad,no,abundant,grasses,black
4.1875257,-22.78489,1,pungent,narrow,yes,several,urban,brown
-3.9967852,26.841682,0,none,broad,no,abundant,grasses,brown
8.256162,-16.39479,1,pungent,narrow,yes,several,grasses,brown
7.079268,31.431303,0,none,broad,no,abundant,grasses,black
-7.0237517,18.236286,0,none,broad,no,scattered,grasses,black
-4.131778,26.859837,0,none,broad,no,abundant,grasses,brown
0.38995072,6.8013325,0,none,broad,yes,solitary,woods,brown
14.581516,25.647907,0,none,broad,no,scattered,grasses,brown
15.027318,-16.378763,1,pungent,narrow,yes,scattered,urban,brown
5.3684335,-3.3951845,0,none,broad,yes,several,woods,brown
-7.0346556,18.264372,0,none,broad,no,scattered,grasses,black
-7.191505,18.20943,0,none,broad,no,scattered,grasses,black
22.524239,-9.33497,0,almond,narrow,yes,several,woods,purple
14.481783,25.53084,0,none,broad,no,scattered,grasses,brown
0.2620956,-10.95879,0,none,broad,yes,several,woods,black
0.5096618,7.1842318,0,none,broad,yes,solitary,woods,brown
22.52311,-9.333838,0,almond,narrow,yes,several,woods,purple
7.3604693,31.574146,0,none,broad,no,abundant,grasses,black
-6.8978357,17.951365,0,none,broad,no,scattered,grasses,black
0.16732202,7.094577,0,none,broad,yes,solitary,woods,brown
7.2715673,31.610434,0,none,broad,no,abundant,grasses,black
11.347427,-20.46338,1,pungent,narrow,yes,several,urban,black
14.640402,25.369781,0,none,broad,no,scattered,grasses,brown
-4.114584,26.79086,0,none,broad,no,abundant,grasses,brown
14.779353,25.587246,0,none,broad,no,scattered,grasses,brown
7.4324303,31.75854,0,none,broad,no,abundant,grasses,black
-4.233411,26.70039,0,none,broad,no,abundant,grasses,brown
14.8778515,-19.971592,1,pungent,narrow,yes,scattered,grasses,black
14.669028,25.631817,0,none,broad,no,scattered,grasses,brown
-4.11379,27.11232,0,none,broad,no,abundant,grasses,brown
-6.9853373,18.083431,0,none,broad,no,scattered,grasses,black
-6.773254,17.90943,0,none,broad,no,scattered,grasses,black
7.341267,31.579716,0,none,broad,no,abundant,grasses,black
-18.810263,4.483329,0,anise,broad,yes,solitary,grasses,black
11.37652,-20.434437,1,pungent,narrow,yes,several,urban,black
7.144735,31.45814,0,none,broad,no,abundant,grasses,black
-6.8697906,17.961159,0,none,broad,no,scattered,grasses,black
14.669801,25.685488,0,none,broad,no,scattered,grasses,brown
22.968029,-17.835838,1,pungent,narrow,yes,scattered,grasses,brown
-7.087293,17.962378,0,none,broad,no,scattered,grasses,black
15.013028,-16.394117,1,pungent,narrow,yes,scattered,urban,brown
-7.073569,18.223867,0,none,broad,no,scattered,grasses,black
-7.106324,18.060228,0,none,broad,no,scattered,grasses,black
7.436701,31.544418,0,none,broad,no,abundant,grasses,black
-6.828169,17.925127,0,none,broad,no,scattered,grasses,black
14.549415,25.547462,0,none,broad,no,scattered,grasses,brown
14.735243,25.607483,0,none,broad,no,scattered,grasses,brown
7.488328,31.768082,0,none,broad,no,abundant,grasses,black
-6.888002,17.987274,0,none,broad,no,scattered,grasses,black
-4.3614373,26.905523,0,none,broad,no,abundant,grasses,brown
-11.150892,-15.73193,0,almond,broad,yes,numerous,meadows,black
14.744096,25.571377,0,none,broad,no,scattered,grasses,brown
7.0095644,31.42497,0,none,broad,no,abundant,grasses,black
-4.480924,27.017862,0,none,broad,no,abundant,grasses,brown
0.11589777,7.536104,0,none,broad,yes,solitary,woods,brown
6.3630705,-19.590368,1,pungent,narrow,yes,scattered,urban,black
0.17441969,7.449316,0,none,broad,yes,solitary,woods,brown
-4.3038087,26.859236,0,none,broad,no,abundant,grasses,brown
-6.4323215,-1.9164921,0,none,broad,yes,solitary,woods,black
-4.216105,26.565584,0,none,broad,no,abundant,grasses,brown
-7.0591803,18.275873,0,none,broad,no,scattered,grasses,black
7.3325877,31.65883,0,none,broad,no,abundant,grasses,black
-22.955717,5.475644,0,almond,broad,yes,scattered,meadows,black
22.525063,-9.335687,0,almond,narrow,yes,several,woods,purple
-4.2474856,26.799715,0,none,broad,no,abundant,grasses,brown
-4.1795144,26.572605,0,none,broad,no,abundant,grasses,brown
14.7026005,25.55816,0,none,broad,no,scattered,grasses,brown
-5.1069074,-18.730108,0,almond,broad,yes,scattered,grasses,black
-6.8997183,18.327957,0,none,broad,no,scattered,grasses,black
-14.335167,-10.153114,0,anise,broad,yes,scattered,grasses,brown
-7.0635333,18.218744,0,none,broad,no,scattered,grasses,black
-4.3011503,26.817045,0,none,broad,no,abundant,grasses,brown
14.371798,25.462227,0,none,broad,no,scattered,grasses,brown
-4.3996463,26.763006,0,none,broad,no,abundant,grasses,brown
14.476683,25.358366,0,none,broad,no,scattered,grasses,brown
0.040874075,7.3924713,0,none,broad,yes,solitary,woods,brown
-7.0636473,18.050997,0,none,broad,no,scattered,grasses,black
-11.150899,-15.732536,0,almond,broad,yes,numerous,meadows,black
7.252196,31.422274,0,none,broad,no,abundant,grasses,black
6.3382635,-19.615786,1,pungent,narrow,yes,scattered,urban,black
14.784857,25.606403,0,none,broad,no,scattered,grasses,brown
15.027424,-16.379862,1,pungent,narrow,yes,scattered,urban,brown
-7.0557737,18.366856,0,none,broad,no,scattered,grasses,black
14.389663,25.46753,0,none,broad,no,scattered,grasses,brown
22.97948,-17.82442,1,pungent,narrow,yes,scattered,grasses,brown
7.2975407,31.467896,0,none,broad,no,abundant,grasses,black
15.027208,-16.379866,1,pungent,narrow,yes,scattered,urban,brown
14.475965,25.535944,0,none,broad,no,scattered,grasses,brown
-6.9171987,18.022095,0,none,broad,no,scattered,grasses,black
8.249382,-16.404543,1,pungent,narrow,yes,several,grasses,brown
7.271729,31.44887,0,none,broad,no,abundant,grasses,black
7.0656424,31.331518,0,none,broad,no,abundant,grasses,black
14.7381115,25.56279,0,none,broad,no,scattered,grasses,brown
7.1570687,31.559765,0,none,broad,no,abundant,grasses,black
-5.7185774,-1.8719448,0,none,broad,yes,solitary,woods,black
6.3584347,-19.598135,1,pungent,narrow,yes,scattered,urban,black
-6.825353,17.879572,0,none,broad,no,scattered,grasses,black
-18.658764,2.5289207,0,almond,broad,yes,solitary,grasses,black
-4.084119,27.010088,0,none,broad,no,abundant,grasses,brown
7.318022,31.714388,0,none,broad,no,abundant,grasses,black
-2.5483415,-6.1783915,0,anise,broad,yes,numerous,meadows,black
7.297019,31.620277,0,none,broad,no,abundant,grasses,black
7.3356705,31.706303,0,none,broad,no,abundant,grasses,black
-4.2309904,27.050705,0,none,broad,no,abundant,grasses,brown
15.061723,-16.34563,1,pungent,narrow,yes,scattered,urban,brown
-4.040016,26.851807,0,none,broad,no,abundant,grasses,brown
-21.950085,2.0070457,0,almond,broad,yes,numerous,grasses,black
-4.4663897,27.001776,0,none,broad,no,abundant,grasses,brown
-6.9045153,18.025167,0,none,broad,no,scattered,grasses,black
-4.3864484,26.708075,0,none,broad,no,abundant,grasses,brown
-6.9046702,18.246948,0,none,broad,no,scattered,grasses,black
7.137964,31.44708,0,none,broad,no,abundant,grasses,black
5.927097,-3.2357094,0,none,broad,yes,several,woods,brown
-8.931725,-11.684371,0,anise,broad,yes,numerous,meadows,brown
5.8342304,-3.522497,0,none,broad,yes,several,woods,brown
14.866892,-19.961021,1,pungent,narrow,yes,scattered,grasses,black
-4.228141,26.722591,0,none,broad,no,abundant,grasses,brown
11.348972,-20.461893,1,pungent,narrow,yes,several,urban,black
-4.4842877,26.986063,0,none,broad,no,abundant,grasses,brown
7.254449,31.622475,0,none,broad,no,abundant,grasses,black
7.036044,31.45793,0,none,broad,no,abundant,grasses,black
-4.215649,26.699774,0,none,broad,no,abundant,grasses,brown
14.600032,25.499266,0,none,broad,no,scattered,grasses,brown
-15.772993,-6.206855,0,anise,broad,yes,scattered,grasses,black
7.2299156,31.604422,0,none,broad,no,abundant,grasses,black
-6.860621,18.129032,0,none,broad,no,scattered,grasses,black
16.574821,-20.982344,1,pungent,narrow,yes,several,grasses,black
7.0754185,31.338814,0,none,broad,no,abundant,grasses,black
14.868001,-19.961874,1,pungent,narrow,yes,scattered,grasses,black
7.232916,31.398674,0,none,broad,no,abundant,grasses,black
0.15084065,-11.281483,0,none,broad,yes,several,woods,black
-6.9489822,18.117144,0,none,broad,no,scattered,grasses,black
4.198278,-22.773874,1,pungent,narrow,yes,several,urban,brown
-6.989784,18.247715,0,none,broad,no,scattered,grasses,black
4.177004,-22.795586,1,pungent,narrow,yes,several,urban,brown
5.559602,-3.1713314,0,none,broad,yes,several,woods,brown
14.577412,25.379517,0,none,broad,no,scattered,grasses,brown
-12.89273,-12.237656,0,almond,broad,yes,scattered,paths,brown
-6.876828,18.18536,0,none,broad,no,scattered,grasses,black
-4.1159587,27.121843,0,none,broad,no,abundant,grasses,brown
14.609344,25.40112,0,none,broad,no,scattered,grasses,brown
-6.8777313,17.987713,0,none,broad,no,scattered,grasses,black
-4.2741685,26.749493,0,none,broad,no,abundant,grasses,brown
-6.7947826,17.913534,0,none,broad,no,scattered,grasses,black
-4.254399,26.874327,0,none,broad,no,abundant,grasses,brown
5.605068,-2.9222102,0,none,broad,yes,several,woods,brown
7.2532773,31.622532,0,none,broad,no,abundant,grasses,black
-7.1202445,17.951021,0,none,broad,no,scattered,grasses,black
-14.37204,-10.115671,0,anise,broad,yes,scattered,grasses,brown
-5.748723,-1.7706858,0,none,broad,yes,solitary,woods,black
7.163815,31.59533,0,none,broad,no,abundant,grasses,black
14.633741,25.457003,0,none,broad,no,scattered,grasses,brown
-4.439573,26.813377,0,none,broad,no,abundant,grasses,brown
-7.029979,17.992208,0,none,broad,no,scattered,grasses,black
7.238058,31.461899,0,none,broad,no,abundant,grasses,black
7.373512,31.571587,0,none,broad,no,abundant,grasses,black
14.563184,25.389557,0,none,broad,no,scattered,grasses,brown
0.23402031,7.152011,0,none,broad,yes,solitary,woods,brown
14.446234,25.487177,0,none,broad,no,scattered,grasses,brown
7.2925954,31.627617,0,none,broad,no,abundant,grasses,black
-4.0136576,26.861814,0,none,broad,no,abundant,grasses,brown
17.14251,-9.607337,0,none,narrow,no,solitary,urban,black
6.3745255,-19.590809,1,pungent,narrow,yes,scattered,urban,black
8.248041,-16.403368,1,pungent,narrow,yes,several,grasses,brown
0.6112124,-10.730607,0,none,broad,yes,several,woods,black
-4.3027887,26.907187,0,none,broad,no,abundant,grasses,brown
-4.430355,26.737976,0,none,broad,no,abundant,grasses,brown
14.566954,25.434383,0,none,broad,no,scattered,grasses,brown
14.567755,25.379038,0,none,broad,no,scattered,grasses,brown
-6.93883,17.99185,0,none,broad,no,scattered,grasses,black
7.1790743,31.532373,0,none,broad,no,abundant,grasses,black
14.569994,25.424915,0,none,broad,no,scattered,grasses,brown
7.3116937,31.58742,0,none,broad,no,abundant,grasses,black
0.14523788,-10.978159,0,none,broad,yes,several,woods,black
4.1909685,-22.781538,1,pungent,narrow,yes,several,urban,brown
14.545203,25.380959,0,none,broad,no,scattered,grasses,brown
5.7452073,-2.664343,0,none,broad,yes,several,woods,brown
15.03006,-16.376936,1,pungent,narrow,yes,scattered,urban,brown
16.556082,-21.001598,1,pungent,narrow,yes,several,grasses,black
6.367371,-19.590345,1,pungent,narrow,yes,scattered,urban,black
-4.10863,26.998444,0,none,broad,no,abundant,grasses,brown
14.624438,25.572037,0,none,broad,no,scattered,grasses,brown
7.004814,31.425447,0,none,broad,no,abundant,grasses,black
7.1962605,31.575752,0,none,broad,no,abundant,grasses,black
7.340836,31.646864,0,none,broad,no,abundant,grasses,black
8.253217,-16.398304,1,pungent,narrow,yes,several,grasses,brown
16.557533,-21.001045,1,pungent,narrow,yes,several,grasses,black
-4.4524064,26.699991,0,none,broad,no,abundant,grasses,brown
7.500597,31.791128,0,none,broad,no,abundant,grasses,black
14.804625,25.541412,0,none,broad,no,scattered,grasses,brown
0.7517827,-10.969,0,none,broad,yes,several,woods,black
5.481282,-3.2858605,0,none,broad,yes,several,woods,brown
7.4105315,31.502197,0,none,broad,no,abundant,grasses,black
14.3938465,25.527153,0,none,broad,no,scattered,grasses,brown
7.253482,31.472095,0,none,broad,no,abundant,grasses,black
-8.931343,-11.684045,0,anise,broad,yes,numerous,meadows,brown
-4.3060737,26.6203,0,none,broad,no,abundant,grasses,brown
14.636008,25.330135,0,none,broad,no,scattered,grasses,brown
14.700716,25.341818,0,none,broad,no,scattered,grasses,brown
-4.44148,26.774633,0,none,broad,no,abundant,grasses,brown
14.756321,25.588312,0,none,broad,no,scattered,grasses,brown
-6.883482,18.151747,0,none,broad,no,scattered,grasses,black
14.513803,25.548922,0,none,broad,no,scattered,grasses,brown
-6.7785845,17.95876,0,none,broad,no,scattered,grasses,black
14.445358,25.456861,0,none,broad,no,scattered,grasses,brown
7.235116,31.51589,0,none,broad,no,abundant,grasses,black
14.498802,25.461082,0,none,broad,no,scattered,grasses,brown
-6.832085,18.092022,0,none,broad,no,scattered,grasses,black
-4.1818337,26.577427,0,none,broad,no,abundant,grasses,brown
-6.9493356,18.158188,0,none,broad,no,scattered,grasses,black
7.2358894,31.591196,0,none,broad,no,abundant,grasses,black
-21.943457,2.013266,0,almond,broad,yes,numerous,grasses,black
-16.984507,8.610351,0,anise,broad,yes,numerous,grasses,black
7.231419,31.472486,0,none,broad,no,abundant,grasses,black
14.868349,-19.962128,1,pungent,narrow,yes,scattered,grasses,black
14.697845,25.477198,0,none,broad,no,scattered,grasses,brown
6.3713784,-19.587294,1,pungent,narrow,yes,scattered,urban,black
5.521695,-3.071808,0,none,broad,yes,several,woods,brown
11.355287,-20.455576,1,pungent,narrow,yes,several,urban,black
-14.396005,-10.090956,0,anise,broad,yes,scattered,grasses,brown
-8.93266,-11.685415,0,anise,broad,yes,numerous,meadows,brown
-6.0717745,-13.981457,0,anise,broad,yes,solitary,paths,brown
14.664263,25.528185,0,none,broad,no,scattered,grasses,brown
-6.950932,18.014128,0,none,broad,no,scattered,grasses,black
7.163124,31.433437,0,none,broad,no,abundant,grasses,black
7.2398987,31.663776,0,none,broad,no,abundant,grasses,black
14.451753,25.43086,0,none,broad,no,scattered,grasses,brown
7.285415,31.621437,0,none,broad,no,abundant,grasses,black
-6.841913,18.104519,0,none,broad,no,scattered,grasses,black
-19.791683,-1.3273299,0,anise,broad,yes,numerous,grasses,brown
-7.1261296,18.13307,0,none,broad,no,scattered,grasses,black
-6.1038046,-9.287603,0,anise,broad,yes,scattered,meadows,black
16.526255,-21.030943,1,pungent,narrow,yes,several,grasses,black
-6.8823166,18.148262,0,none,broad,no,scattered,grasses,black
-6.775619,18.031864,0,none,broad,no,scattered,grasses,black
14.39836,25.4707,0,none,broad,no,scattered,grasses,brown
14.628225,25.603165,0,none,broad,no,scattered,grasses,brown
-0.08374598,7.5947337,0,none,broad,yes,solitary,woods,brown
-5.71334,-1.7705541,0,none,broad,yes,solitary,woods,black
-6.0444336,-14.008896,0,almond,broad,yes,solitary,paths,brown
-6.0322657,-2.046695,0,none,broad,yes,solitary,woods,black
-4.3380613,26.840727,0,none,broad,no,abundant,grasses,brown
-6.882486,18.169474,0,none,broad,no,scattered,grasses,black
-4.159711,26.733139,0,none,broad,no,abundant,grasses,brown
-4.464357,26.736582,0,none,broad,no,abundant,grasses,brown
-6.824163,18.092077,0,none,broad,no,scattered,grasses,black
-4.062709,26.843605,0,none,broad,no,abundant,grasses,brown
-4.165612,26.756678,0,none,broad,no,abundant,grasses,brown
-4.2258725,26.606527,0,none,broad,no,abundant,grasses,brown
-6.3811283,-2.2750118,0,none,broad,yes,solitary,woods,black
14.582218,25.419252,0,none,broad,no,scattered,grasses,brown
-6.8614483,18.132935,0,none,broad,no,scattered,grasses,black
14.855063,-19.94918,1,pungent,narrow,yes,scattered,grasses,black
-6.43676,-1.8745902,0,none,broad,yes,solitary,woods,black
-7.1287813,18.141,0,none,broad,no,scattered,grasses,black
-7.0676737,18.13692,0,none,broad,no,scattered,grasses,black
4.1902747,-22.782393,1,pungent,narrow,yes,several,urban,brown
-6.7696505,18.03394,0,none,broad,no,scattered,grasses,black
0.69036263,-10.923429,0,none,broad,yes,several,woods,black
7.36589,31.728224,0,none,broad,no,abundant,grasses,black
-6.8987093,18.014038,0,none,broad,no,scattered,grasses,black
5.942414,-3.2450123,0,none,broad,yes,several,woods,brown
-4.4726663,26.752094,0,none,broad,no,abundant,grasses,brown
-4.283112,26.7921,0,none,broad,no,abundant,grasses,brown
-6.388644,-2.2350516,0,none,broad,yes,solitary,woods,black
-16.989672,8.605266,0,anise,broad,yes,numerous,grasses,black
-8.932854,-11.685949,0,anise,broad,yes,numerous,meadows,brown
14.397842,25.420338,0,none,broad,no,scattered,grasses,brown
7.2730236,31.446371,0,none,broad,no,abundant,grasses,black
-7.127122,18.212563,0,none,broad,no,scattered,grasses,black
7.0775714,31.323288,0,none,broad,no,abundant,grasses,black
-4.5005555,27.012768,0,none,broad,no,abundant,grasses,brown
14.419235,25.504736,0,none,broad,no,scattered,grasses,brown
-10.0624275,-8.142288,0,almond,broad,yes,numerous,meadows,brown
16.563032,-20.994326,1,pungent,narrow,yes,several,grasses,black
7.0304337,31.28893,0,none,broad,no,abundant,grasses,black
-6.931453,18.228287,0,none,broad,no,scattered,grasses,black
-5.1045113,-18.732431,0,almond,broad,yes,scattered,grasses,black
-4.507205,26.639727,0,none,broad,no,abundant,grasses,brown
-4.202847,26.987148,0,none,broad,no,abundant,grasses,brown
11.356597,-20.45434,1,pungent,narrow,yes,several,urban,black
7.306103,31.670372,0,none,broad,no,abundant,grasses,black
14.527229,25.433636,0,none,broad,no,scattered,grasses,brown
